İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Araç Durumu,Fiyat
40283696,10 Mayıs 2026,Kia,Sorento,2.5 CRDi EX,2006,280.000 km,Otomatik,Dizel,SUV,Siyah,2497 cc,140 hp,4WD (Sürekli),"8,9 lt",80 lt,"1 boyalı, 1 lokal boyalı",Takasa Uygun,Sahibinden,İkinci El,520000.0
40339711,10 Mayıs 2026,Kia,Sportage,1.6 GDI Cool,2020,86.000 km,Düz,LPG & Benzin,SUV,Beyaz,1591 cc,132 hp,Önden Çekiş,"6,9 lt",62 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,İkinci El,1295000.0
40338501,10 Mayıs 2026,Kia,Stonic,1.4 MPI Cool,2022,144.000 km,Otomatik,Benzin,SUV,Beyaz,1368 cc,100 hp,Önden Çekiş,"6,2 lt",45 lt,1 boyalı,,Sahibinden,İkinci El,1245000.0
40336621,10 Mayıs 2026,Kia,Sportage,1.6 CRDI Elegance,2019,80.000 km,Yarı Otomatik,Dizel,SUV,Beyaz,1598 cc,136 hp,Önden Çekiş,"4,7 lt",62 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,İkinci El,1650000.0
40335681,10 Mayıs 2026,Kia,Soul,1.6 CRDi Premium,2015,122.000 km,Yarı Otomatik,Dizel,SUV,Siyah,1582 cc,136 hp,Önden Çekiş,"5,2 lt",54 lt,"3 değişen, 2 boyalı",,Sahibinden,İkinci El,975000.0
40334547,10 Mayıs 2026,Kia,Sportage,1.6 GDI,2014,238.000 km,Otomatik,LPG & Benzin,SUV,Beyaz,,,Önden Çekiş,,,"1 boyalı, 1 lokal boyalı",,Sahibinden,İkinci El,1050000.0
40334911,10 Mayıs 2026,Kia,Sportage,1.6 CRDI Elegance,2019,146.000 km,Yarı Otomatik,Dizel,SUV,Kırmızı,1598 cc,136 hp,Önden Çekiş,"4,7 lt",62 lt,Belirtilmemiş,,Sahibinden,İkinci El,1540000.0
40332680,10 Mayıs 2026,Kia,XCeed,1.6 CRDI 4x2 Prestige Design,2020,95.000 km,Yarı Otomatik,Dizel,SUV,Gri (titanyum),1598 cc,136 hp,Önden Çekiş,"4,4 lt",50 lt,Tamamı orjinal,,Sahibinden,İkinci El,1649000.0
40329278,10 Mayıs 2026,Kia,Sportage,1.6 GDI,2011,226.000 km,Düz,Benzin,SUV,Beyaz,1591 cc,135 hp,Önden Çekiş,"6,8 lt",58 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,İkinci El,915000.0
40325442,10 Mayıs 2026,Kia,Sorento,2.5 CRDi EX,2006,410.000 km,Otomatik,Dizel,SUV,Siyah,2497 cc,140 hp,4WD (Sürekli),"8,9 lt",80 lt,Belirtilmemiş,,Sahibinden,İkinci El,530000.0
40325302,10 Mayıs 2026,Kia,Sportage,1.6 GSL,2012,278.000 km,Düz,LPG & Benzin,SUV,Beyaz,1591 cc,135 hp,Önden Çekiş,"6,8 lt",58 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,İkinci El,820000.0
39944257,10 Mayıs 2026,Kia,EV3,Prestige,2025,24.000 km,Otomatik,Elektrik,SUV,Kırmızı,,204 hp,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,2069000.0
39943548,10 Mayıs 2026,Kia,Sorento,2.5 CRDi EX,2005,340.000 km,Otomatik,Dizel,SUV,Siyah,2497 cc,140 hp,4WD (Sürekli),"8,9 lt",80 lt,1 boyalı,Takasa Uygun,Galeriden,İkinci El,495000.0
39943528,10 Mayıs 2026,Kia,Sorento,2.5 CRDi EX,2005,350.000 km,Otomatik,Dizel,SUV,Gri,2497 cc,140 hp,4WD (Sürekli),"8,9 lt",80 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,İkinci El,468000.0
39943526,10 Mayıs 2026,Kia,Sorento,2.5 CRDi EX,2005,220.000 km,Otomatik,Dizel,SUV,Gri,2497 cc,140 hp,4WD (Sürekli),"8,9 lt",80 lt,2 boyalı,Takasa Uygun,Galeriden,İkinci El,635000.0
39573301,10 Mayıs 2026,Kia,EV3,GT Line Long,2024,27.000 km,Otomatik,Elektrik,SUV,Gri,,204 hp,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,2580000.0
39571879,10 Mayıs 2026,Kia,Niro,Niro EV Elegance,2023,55.000 km,Otomatik,Elektrik,SUV,Kırmızı,,204 hp,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1659500.0
39545962,10 Mayıs 2026,Kia,EV3,Prestige,2025,24.000 km,Otomatik,Elektrik,SUV,Beyaz,,204 hp,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,2119000.0
39545800,10 Mayıs 2026,Kia,XCeed,1.5 T-GDI Elegance,2023,56.000 km,Yarı Otomatik,Benzin,SUV,Siyah,1482 cc,160 hp,Önden Çekiş,"6,3 lt",50 lt,Tamamı orjinal,Takasa Uygun,Yetkili Bayiden,İkinci El,1839900.0
39545690,10 Mayıs 2026,Kia,Sportage,1.6 CRDI Elegance Plus,2020,145.000 km,Yarı Otomatik,Dizel,SUV,Gri,1598 cc,136 hp,Önden Çekiş,"4,7 lt",62 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1575000.0
39545699,10 Mayıs 2026,Kia,Sportage,1.6 CRDI Elegance Konfor,2020,53.000 km,Yarı Otomatik,Dizel,SUV,Beyaz,1598 cc,136 hp,Önden Çekiş,"4,7 lt",62 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1777000.0
39419612,10 Mayıs 2026,Kia,EV3,GT Line Long,2024,8.400 km,Otomatik,Elektrik,SUV,Mavi,,204 hp,Önden Çekiş,,,1 değişen,Takasa Uygun,Galeriden,İkinci El,2425000.0
40114184,10 Mayıs 2026,Kia,Sportage,1.6 GDI Concept Plus,2014,250.000 km,Otomatik,LPG & Benzin,SUV,Siyah,1591 cc,135 hp,Önden Çekiş,"8,8 lt",58 lt,"2 değişen, 2 boyalı",Takasa Uygun,Galeriden,İkinci El,940000.0
40093063,10 Mayıs 2026,Kia,Sportage,1.6 CRDI Prestige,2021,166.000 km,Otomatik,Dizel,SUV,Beyaz,1401 - 1600 cm3,126 - 150 HP,AWD (Elektronik),,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1640000.0
39980399,10 Mayıs 2026,Kia,Sportage,1.6 GSL Plus,2012,168.000 km,Düz,Benzin,SUV,Beyaz,1591 cc,135 hp,Önden Çekiş,"6,8 lt",58 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1079000.0
39980037,10 Mayıs 2026,Kia,Sportage,1.6 T-GDI Elegance Konfor,2024,6.001 km,Otomatik,Hibrit,SUV,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,2610000.0
39974956,10 Mayıs 2026,Kia,Sportage,1.6 T-GDI GT-Line Exclusive,2016,176.000 km,Yarı Otomatik,LPG & Benzin,SUV,Füme,1591 cc,177 hp,4WD (Sürekli),"7,5 lt",62 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1499000.0
39874286,10 Mayıs 2026,Kia,Sportage,2.0 CRDi 4x4 Plus,2013,198.000 km,Otomatik,Dizel,SUV,Beyaz,1995 cc,184 hp,4WD (Sürekli),"7,2 lt",58 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1140000.0
39572813,10 Mayıs 2026,Kia,Stonic,1.0 T-GDI Elegance,2025,10.000 km,Otomatik,Benzin,SUV,Beyaz,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1610000.0
39572738,10 Mayıs 2026,Kia,Sportage,1.6 T-GDI GT-Line Prestige,2025,8.196 km,Otomatik,Benzin,SUV,Siyah,1401 - 1600 cm3,176 - 200 HP,AWD (Elektronik),,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,3121000.0
39572140,10 Mayıs 2026,Kia,Sportage,1.6 GSL Plus,2013,160.000 km,Düz,Benzin,SUV,Gri,1591 cc,135 hp,Önden Çekiş,"6,8 lt",58 lt,1 boyalı,Takasa Uygun,Galeriden,İkinci El,1035000.0
39572116,10 Mayıs 2026,Kia,Sportage,1.6 GDI Concept Plus,2014,135.000 km,Düz,LPG & Benzin,SUV,Beyaz,1591 cc,135 hp,Önden Çekiş,"6,8 lt",58 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1199000.0
39572109,10 Mayıs 2026,Kia,Sportage,1.6 GDI Concept Plus,2015,95.000 km,Otomatik,Benzin,SUV,Füme,1591 cc,135 hp,Önden Çekiş,"8,8 lt",58 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1399900.0
39571938,10 Mayıs 2026,Kia,Sorento,1.6 T-GDI Prestige Smart,2022,118.500 km,Otomatik,Hibrit,SUV,Gri,1601 - 1800 cm3,226 - 250 HP,AWD (Elektronik),,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,3359000.0
39570960,10 Mayıs 2026,Kia,Sportage,1.6 GDI Premium,2015,84.000 km,Otomatik,Benzin,SUV,Beyaz,1591 cc,135 hp,Önden Çekiş,"8,8 lt",58 lt,1 değişen,Takasa Uygun,Galeriden,İkinci El,1279750.0
39549168,10 Mayıs 2026,Kia,Stonic,1.4 MPI Elegance,2020,25.000 km,Otomatik,Benzin,SUV,Gri,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1369000.0
39545966,10 Mayıs 2026,Kia,EV3,Elegance Long,2024,29.000 km,Otomatik,Elektrik,SUV,Gri,1201 - 1400 cm3,201 - 225 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,2049000.0
39545725,10 Mayıs 2026,Kia,Sportage,1.6 T-GDI Prestige,2023,45.000 km,Otomatik,Benzin,SUV,Kırmızı,1401 - 1600 cm3,176 - 200 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,2419000.0
39545683,10 Mayıs 2026,Kia,Sportage,1.6 CRDI Elegance,2019,119.000 km,Otomatik,Dizel,SUV,Mavi,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1650000.0
39280682,10 Mayıs 2026,Kia,Sportage,1.6 CRDI Elegance,2019,71.000 km,Otomatik,Dizel,SUV,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1720000.0
39015158,10 Mayıs 2026,Kia,Sportage,1.6 GDI Concept Plus,2015,47.000 km,Otomatik,Benzin,SUV,Gri,1591 cc,135 hp,Önden Çekiş,"8,8 lt",58 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1415000.0
39982746,10 Mayıs 2026,Kia,Sportage,1.6 GDI Comfort,2017,165.000 km,Otomatik,Benzin,SUV,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1240000.0
39943527,10 Mayıs 2026,Kia,Sorento,2.5 CRDi Prestige,2007,370.000 km,Otomatik,Dizel,SUV,Siyah,2001 - 2500 cm3,151 - 175 HP,AWD (Elektronik),,,"2 boyalı, 2 lokal boyalı",Takasa Uygun Değil,Galeriden,İkinci El,519999.0
39943522,10 Mayıs 2026,Kia,Sorento,2.5 CRDi EX Premium,2006,244.000 km,Otomatik,Dizel,SUV,Gri,2001 - 2500 cm3,126 - 150 HP,AWD (Elektronik),,,1 lokal boyalı,Takasa Uygun,Galeriden,İkinci El,895000.0
39943519,10 Mayıs 2026,Kia,Sorento,2.5 CRDi Prestige,2008,238.000 km,Otomatik,Dizel,SUV,Siyah,2001 - 2500 cm3,151 - 175 HP,AWD (Elektronik),,,"1 boyalı, 2 lokal boyalı",Takasa Uygun Değil,Galeriden,İkinci El,849000.0
39572094,10 Mayıs 2026,Kia,Sportage,1.6 GDI Concept Plus,2017,132.000 km,Otomatik,LPG & Benzin,SUV,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1475000.0
39571939,10 Mayıs 2026,Kia,Sorento,2.5 CRDi Prestige,2007,165.000 km,Otomatik,Dizel,SUV,Siyah,2001 - 2500 cm3,151 - 175 HP,AWD (Elektronik),,,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden,İkinci El,779000.0
39545663,10 Mayıs 2026,Kia,Soul,1.6 CRDi Premium,2015,78.000 km,Otomatik,Dizel,SUV,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,"1 değişen, 2 boyalı, 2 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,1090950.0
40329856,09 Mayıs 2026,Kia,Sportage,1.6 GDI Cool,2021,68.000 km,Düz,Benzin,SUV,Beyaz,1591 cc,132 hp,Önden Çekiş,"6,9 lt",62 lt,Tamamı orjinal,,Sahibinden,İkinci El,1389000.0
40327888,09 Mayıs 2026,Kia,Sportage,1.6 CRDI Elegance,2020,87.000 km,Otomatik,Dizel,SUV,Gri,1401 - 1600 cm3,126 - 150 HP,AWD (Elektronik),,,"2 değişen, 1 boyalı",Takasa Uygun Değil,Galeriden,İkinci El,1559000.0
40326373,09 Mayıs 2026,Kia,Sportage,1.6 GDI Premium,2017,78.540 km,Otomatik,Benzin,SUV,Kırmızı,1591 cc,132 hp,Önden Çekiş,"7,3 lt",62 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1550000.0
40325758,09 Mayıs 2026,Kia,Sportage,1.6 GDI Comfort,2014,118.000 km,Otomatik,Benzin,SUV,Beyaz,1591 cc,135 hp,Önden Çekiş,"8,8 lt",58 lt,1 boyalı,Takasa Uygun,Sahibinden,İkinci El,1188000.0
40323577,09 Mayıs 2026,Kia,Sportage,1.6 T-GDI Cool Plus,2024,79.000 km,Yarı Otomatik,Hibrit,SUV,Beyaz,1598 cc,160 hp,Önden Çekiş,"5,7 lt",54 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1950000.0
40321652,09 Mayıs 2026,Kia,Stonic,1.0 T-GDI Cool,2020,66.900 km,Yarı Otomatik,Benzin,SUV,Siyah,998 cc,100 hp,Önden Çekiş,"4,8 lt",45 lt,"1 boyalı, 1 lokal boyalı",,Sahibinden,İkinci El,1240000.0
40319403,09 Mayıs 2026,Kia,Sportage,1.6 CRDI Black Edition,2021,61.000 km,Yarı Otomatik,Dizel,SUV,Beyaz,1598 cc,136 hp,Önden Çekiş,"4,7 lt",62 lt,1 boyalı,Takasa Uygun,Sahibinden,İkinci El,1785000.0
35137358,09 Mayıs 2026,Kia,Sportage,1.6 T-GDI Prestige Plus,2024,23.000 km,Otomatik,Hibrit,SUV,Gri,1401 - 1600 cm3,,4WD (Sürekli),,,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,İkinci El,2650000.0
38162160,09 Mayıs 2026,Kia,Stonic,1.4 MPI Business,2022,85.207 km,Otomatik,Benzin,SUV,Gri,1368 cc,100 hp,Önden Çekiş,"6,2 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1295000.0
40317785,09 Mayıs 2026,Kia,Sportage,1.6 GDI Concept Plus,2015,121.000 km,Otomatik,Benzin,SUV,Gri,1591 cc,135 hp,Önden Çekiş,"8,8 lt",58 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1319900.0
39943444,09 Mayıs 2026,Kia,Sportage,1.6 T-GDI GT-Line Prestige,2016,105.000 km,Yarı Otomatik,Benzin,SUV,Siyah,1591 cc,177 hp,4WD (Sürekli),"7,5 lt",62 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1630000.0
39941326,09 Mayıs 2026,Kia,Sorento,2.5 CRDi EX Premium,2006,330.000 km,Otomatik,Dizel,SUV,Siyah,2497 cc,140 hp,4WD (Sürekli),"8,9 lt",80 lt,"1 değişen, 1 boyalı, 1 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,569000.0
40306298,09 Mayıs 2026,Kia,Stonic,1.4 MPI Cool,2023,13.000 km,Otomatik,Benzin,SUV,Gri (Gümüş),1368 cc,100 hp,Önden Çekiş,"6,2 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,İkinci El,1525000.0
39571961,09 Mayıs 2026,Kia,Sportage,1.6 GDI Comfort,2014,143.000 km,Otomatik,LPG & Benzin,SUV,Beyaz,1591 cc,135 hp,Önden Çekiş,"8,8 lt",58 lt,2 boyalı,Takasa Uygun Değil,Galeriden,İkinci El,1135000.0
39545647,09 Mayıs 2026,Kia,Sportage,1.6 CRDI Cool,2023,49.000 km,Yarı Otomatik,Hibrit,SUV,Kırmızı,1598 cc,136 hp,Önden Çekiş,"4,4 lt",54 lt,Tamamı orjinal,Takasa Uygun,Yetkili Bayiden,İkinci El,2195000.0
38476558,09 Mayıs 2026,Kia,Sportage,2.0 CRDi 4x4,2012,267.000 km,Otomatik,Dizel,SUV,Gri (Gümüş),1995 cc,184 hp,4WD (Sürekli),"7,2 lt",58 lt,2 boyalı,,Sahibinden,İkinci El,1000000.0
39520598,09 Mayıs 2026,Kia,Sportage,1.6 GDI Concept Plus,2015,74.450 km,Düz,Benzin,SUV,Beyaz,1591 cc,135 hp,Önden Çekiş,"6,8 lt",58 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,İkinci El,1160000.0
39516881,09 Mayıs 2026,Kia,Stonic,1.4 MPI Prestige,2022,22.000 km,Otomatik,Benzin,SUV,Beyaz,1368 cc,100 hp,Önden Çekiş,"6,2 lt",45 lt,"1 değişen, 1 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,1489000.0
39501085,09 Mayıs 2026,Kia,Stonic,1.4 MPI Cool,2022,58.000 km,Otomatik,Benzin,SUV,Gri,1368 cc,100 hp,Önden Çekiş,"6,2 lt",45 lt,1 boyalı,Takasa Uygun,Galeriden,İkinci El,1195000.0
39015119,09 Mayıs 2026,Kia,Sportage,1.6 GDI Concept Plus,2014,147.224 km,Düz,LPG & Benzin,SUV,Beyaz,1591 cc,135 hp,Önden Çekiş,"6,8 lt",58 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1149000.0
39929431,09 Mayıs 2026,Kia,XCeed,1.5 T-GDI Prestige,2023,62.000 km,Otomatik,Benzin,SUV,Siyah,1401 - 1600 cm3,151 - 175 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1895000.0
39929429,09 Mayıs 2026,Kia,EV6,Elegance Standart Range,2024,16.000 km,Otomatik,Elektrik,SUV,Gri,1601 - 1800 cm3,151 - 175 HP,Arkadan İtiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,2350000.0
39928375,09 Mayıs 2026,Kia,Sportage,1.6 GDI Premium,2017,86.000 km,Otomatik,Benzin,SUV,Siyah,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,"1 boyalı, 1 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,1467750.0
39752315,09 Mayıs 2026,Kia,Sportage,1.6 GDI Premium,2017,203.000 km,Otomatik,Benzin,SUV,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,1295000.0
39520623,09 Mayıs 2026,Kia,Sportage,1.6 GDI Concept Plus,2017,145.900 km,Otomatik,Benzin,SUV,Siyah,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1375000.0
39520609,09 Mayıs 2026,Kia,Sportage,1.6 GDI Concept Plus,2017,98.800 km,Otomatik,Benzin,SUV,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,1 lokal boyalı,Takasa Uygun,Galeriden,İkinci El,1458000.0
39413151,09 Mayıs 2026,Kia,Sportage,1.6 GDI Concept Plus,2016,99.000 km,Otomatik,Benzin,SUV,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1445750.0
39280214,09 Mayıs 2026,Kia,Sportage,1.6 GDI Comfort,2015,121.365 km,Düz,Benzin,Crossover,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,"1 değişen, 1 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,1009900.0
39251263,09 Mayıs 2026,Kia,Stonic,1.4 MPI Cool,2021,64.000 km,Otomatik,Benzin,SUV,Gri,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,,,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,1299000.0
39016841,09 Mayıs 2026,Kia,Stonic,1.4 MPI Elegance,2018,16.000 km,Otomatik,Benzin,SUV,Füme,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1370000.0
36154427,09 Mayıs 2026,Kia,Sportage,1.6 CRDI Prestige,2020,71.000 km,Otomatik,Dizel,SUV,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1870000.0
40308827,08 Mayıs 2026,Kia,Sportage,1.6 GDI Concept Plus,2015,122.000 km,Düz,Benzin,SUV,Siyah,1591 cc,135 hp,Önden Çekiş,"6,8 lt",58 lt,1 boyalı,Takasa Uygun,Galeriden,İkinci El,1145000.0
40302982,08 Mayıs 2026,Kia,Stonic,1.4 MPI Cool,2023,36.685 km,Otomatik,Benzin,SUV,Beyaz,1368 cc,100 hp,Önden Çekiş,"6,2 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1376900.0
40302816,08 Mayıs 2026,Kia,Stonic,1.4 MPI Elegance,2022,37.522 km,Otomatik,Benzin,SUV,Gri (Gümüş),1368 cc,100 hp,Önden Çekiş,"6,2 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1476900.0
40302088,08 Mayıs 2026,Kia,Sorento,2.5 CRDi EX,2004,295.000 km,Düz,Dizel,SUV,Siyah,2497 cc,140 hp,4WD (Sürekli),"8,5 lt",80 lt,"2 boyalı, 2 lokal boyalı",,Sahibinden,İkinci El,440000.0
40300868,08 Mayıs 2026,Kia,Sportage,2.0 CRDi 4x4 EX,2009,233.000 km,Otomatik,Dizel,SUV,Siyah,1991 cc,112 hp,4WD (Sürekli),8 lt,58 lt,Belirtilmemiş,,Sahibinden,İkinci El,640000.0
40221196,08 Mayıs 2026,Kia,Sportage,1.6 GSL Comfort,2014,275.000 km,Düz,LPG & Benzin,SUV,Siyah,-,-,Önden Çekiş,,,"3 değişen, 2 boyalı",-,Sahibinden,İkinci El,590000.0
40300950,08 Mayıs 2026,Kia,Sorento,2.5 CRDi EX Premium,2007,270.000 km,Otomatik,Dizel,SUV,Siyah,2497 cc,170 hp,4WD (Sürekli),"8,6 lt",80 lt,"3 boyalı, 2 lokal boyalı",,Sahibinden,İkinci El,625000.0
40300270,08 Mayıs 2026,Kia,XCeed,1.5 T-GDI Prestige,2023,29.251 km,Yarı Otomatik,Benzin,SUV,Kırmızı,1482 cc,160 hp,Önden Çekiş,"6,3 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1896900.0
40299661,08 Mayıs 2026,Kia,EV6,Long Range GT Line,2022,47.000 km,Otomatik,Elektrik,SUV,Siyah,,325 hp,4WD (Sürekli),,,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,İkinci El,3000000.0
40299133,08 Mayıs 2026,Kia,Stonic,1.4 MPI Cool,2022,51.725 km,Otomatik,Benzin,SUV,Mavi,1368 cc,100 hp,Önden Çekiş,"6,2 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1326900.0
40298892,08 Mayıs 2026,Kia,Stonic,1.4 MPI Cool,2023,62.716 km,Otomatik,Benzin,SUV,Gri (Gümüş),1368 cc,100 hp,Önden Çekiş,"6,2 lt",45 lt,1 boyalı,Takasa Uygun,Galeriden,İkinci El,1326900.0
40296762,08 Mayıs 2026,Kia,Sorento,2.5 CRDi EX Premium,2006,375.000 km,Otomatik,Dizel,SUV,Siyah,2497 cc,140 hp,4WD (Sürekli),"8,9 lt",80 lt,12 boyalı,,Sahibinden,İkinci El,530000.0
40295972,08 Mayıs 2026,Kia,XCeed,1.5 T-GDI Elegance,2026,6.500 km,Otomatik,Benzin,Crossover,Gri (metalik),,,Önden Çekiş,,,Tamamı orjinal,,Sahibinden,İkinci El,2160000.0
40286859,08 Mayıs 2026,Kia,XCeed,1.5 T-GDI Elegance,2023,86.000 km,Yarı Otomatik,Benzin,SUV,Yeşil,1482 cc,160 hp,Önden Çekiş,"6,3 lt",50 lt,Tamamı orjinal,,Sahibinden,İkinci El,1730000.0
40286954,08 Mayıs 2026,Kia,Sportage,1.6 T-GDI Prestige Smart,2022,130.000 km,Otomatik,Hibrit,SUV,Gri (metalik),1598 cc,230 hp,Önden Çekiş,"5,6 lt",52 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,İkinci El,2250000.0
39891355,08 Mayıs 2026,Kia,Stonic,1.4 MPI Cool,2021,98.000 km,Otomatik,Benzin,SUV,Kırmızı,1368 cc,100 hp,Önden Çekiş,"6,2 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,1255000.0
39516782,08 Mayıs 2026,Kia,XCeed,1.5 T-GDI Elegance,2025,13.524 km,Yarı Otomatik,Benzin,SUV,Beyaz,1482 cc,160 hp,Önden Çekiş,"6,3 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1965000.0
39482028,08 Mayıs 2026,Kia,Sportage,1.6 T-GDI Elegance Konfor Plus,2024,27.000 km,Yarı Otomatik,Hibrit,SUV,Beyaz,1598 cc,160 hp,Önden Çekiş,"5,7 lt",54 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,2395000.0
39482011,08 Mayıs 2026,Kia,Stonic,1.4 MPI Cool,2022,73.000 km,Otomatik,Benzin,SUV,Gri,1368 cc,100 hp,Önden Çekiş,"6,2 lt",45 lt,"1 değişen, 1 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,1224500.0
39435154,08 Mayıs 2026,Kia,EV3,GT Line Long,2024,6.001 km,Otomatik,Elektrik,SUV,Yeşil,,204 hp,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,2900000.0
39895387,08 Mayıs 2026,Kia,Sorento,2.5 CRDi EX Premium,2006,320.000 km,Otomatik,Dizel,SUV,Siyah,2497 cc,170 hp,4WD (Sürekli),"8,6 lt",80 lt,3 boyalı,Takasa Uygun,Galeriden,İkinci El,620000.0
39893935,08 Mayıs 2026,Kia,Sportage,1.6 CRDI Hibrit Elegance Konfor,2022,84.400 km,Otomatik,Dizel,SUV,Füme,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,2097950.0
39893900,08 Mayıs 2026,Kia,Sportage,2.0 CRDi 4x4 EX,2009,224.413 km,Otomatik,Dizel,SUV,Siyah,1991 cc,140 hp,4WD (Sürekli),"7,1 lt",58 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,760000.0
