İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Araç Durumu,Fiyat
Kopyalandı25561887,12 Aralık 2025,Skoda,Octavia,1.6 GLX,1999,309.000 km,Düz,LPG & Benzin,Hatchback/5,Yeşil,1598 cc,100 hp,Önden Çekiş,"7,8 lt",55 lt,1 değişen,Takasa Uygun Değil,Sahibinden,İkinci El,330000.0
Kopyalandı35756127,12 Aralık 2025,Skoda,Roomster,1.2,2008,236.000 km,Düz,LPG & Benzin,MPV,Kırmızı,1198 cc,70 hp,Önden Çekiş,"6,8 lt",55 lt,Belirtilmemiş,,Sahibinden,İkinci El,400000.0
Kopyalandı35756189,12 Aralık 2025,Skoda,Rapid,1.6 TDI Elegance,2015,253.235 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,90 hp,Önden Çekiş,"4,5 lt",55 lt,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden,İkinci El,799900.0
Kopyalandı24210512,12 Aralık 2025,Skoda,SuperB,1.6 TDI Active,2018,130.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,"4,2 lt",66 lt,1 boyalı,,Sahibinden,İkinci El,1400000.0
Kopyalandı35744063,12 Aralık 2025,Skoda,Octavia,1.6 TDI Style,2016,320.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,3 boyalı,,Sahibinden,İkinci El,890000.0
Kopyalandı35686460,12 Aralık 2025,Skoda,SuperB,1.6 TDI Prestige,2013,252.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,6 lt",60 lt,Belirtilmemiş,,Sahibinden,İkinci El,1150000.0
Kopyalandı35727723,12 Aralık 2025,Skoda,Felicia,1.3 GLXi,1995,315.000 km,Düz,LPG & Benzin,Hatchback/5,Yeşil,1289 cc,68 hp,Önden Çekiş,,42 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,180000.0
Kopyalandı35753558,12 Aralık 2025,Skoda,Octavia,1.5 e-Tec Premium,2020,110.000 km,Yarı Otomatik,Hibrit,Hatchback/5,Gri,1498 cc,150 hp,Önden Çekiş,"4,7 lt",48 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,İkinci El,1610000.0
Kopyalandı35753922,12 Aralık 2025,Skoda,SuperB,2.0 TDI Prestige,2018,211.000 km,Otomatik,Dizel,Sedan,Gri,1801 - 2000 cm3,176 - 200 HP,4WD (Sürekli),,,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,1749000.0
Kopyalandı29790933,12 Aralık 2025,Skoda,Favorit,1.3 Black Line,1993,139.000 km,Düz,Benzin,Hatchback/5,Siyah,1289 cc,58 hp,Önden Çekiş,,,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,125042.0
Kopyalandı35752104,12 Aralık 2025,Skoda,SuperB,1.6 TDI Prestige,2016,111.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1900000.0
Kopyalandı35561425,12 Aralık 2025,Skoda,Octavia,1.6 TDI Style,2017,469.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,794950.0
Kopyalandı35315276,12 Aralık 2025,Skoda,Octavia,1.6 TDI Style,2017,469.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,789950.0
Kopyalandı35738955,12 Aralık 2025,Skoda,Rapid,1.4 TDI GreenTec Style,2016,167.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1422 cc,90 hp,Önden Çekiş,"3,8 lt",55 lt,3 boyalı,,Sahibinden,İkinci El,920000.0
Kopyalandı35750785,12 Aralık 2025,Skoda,Fabia,1.2 Ambiente Dynamic,2011,321.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1198 cc,70 hp,Önden Çekiş,"5,5 lt",45 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Galeriden,İkinci El,373000.0
Kopyalandı33863694,12 Aralık 2025,Skoda,Fabia,1.4 TDI Ambiente,2008,280.000 km,Düz,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,51 - 75 HP,Önden Çekiş,,,"1 değişen, 6 boyalı",Takasa Uygun,Galeriden,İkinci El,425000.0
Kopyalandı27565864,12 Aralık 2025,Skoda,Octavia,1.6 TDI Style,2018,151.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (titanyum),1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,2 boyalı,,Sahibinden,İkinci El,1400000.0
Kopyalandı35735409,12 Aralık 2025,Skoda,Octavia,1.6 TDI Elegance CR,2013,127.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1598 cc,105 hp,Önden Çekiş,"4,5 lt",55 lt,1 değişen,,Sahibinden,İkinci El,1100000.0
Kopyalandı35738223,12 Aralık 2025,Skoda,Octavia,1.5 e-Tec Premium,2021,95.000 km,Yarı Otomatik,Hibrit,Hatchback/5,Beyaz,1498 cc,150 hp,Önden Çekiş,"4,7 lt",48 lt,Tamamı orjinal,,Sahibinden,İkinci El,1645000.0
Kopyalandı35738025,12 Aralık 2025,Skoda,Rapid,1.6 TDI Spaceback Elegance,2015,155.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,90 hp,Önden Çekiş,"4,6 lt",55 lt,4 boyalı,,Sahibinden,İkinci El,905000.0
Kopyalandı35689244,12 Aralık 2025,Skoda,Felicia,1.3 GLX,1999,276.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1289 cc,54 hp,Önden Çekiş,,42 lt,Tamamı orjinal,,Sahibinden,İkinci El,190000.0
Kopyalandı27875426,12 Aralık 2025,Skoda,Forman,GLX,1994,168.000 km,Düz,LPG & Benzin,Station wagon,Beyaz,1289 cc,57 hp,Önden Çekiş,,,1 boyalı,Takasa Uygun Değil,Galeriden,İkinci El,177000.0
Kopyalandı35717337,12 Aralık 2025,Skoda,SuperB,1.4 TSI Ambition,2010,137.500 km,Düz,Benzin,Sedan,Bordo,1390 cc,125 hp,Önden Çekiş,"6,8 lt",60 lt,3 boyalı,,Sahibinden,İkinci El,810000.0
Kopyalandı32631553,12 Aralık 2025,Skoda,SuperB,1.6 TDI Active,2013,188.700 km,Düz,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,5 lt,60 lt,Tamamı orjinal,,Sahibinden,İkinci El,940000.0
Kopyalandı35745668,12 Aralık 2025,Skoda,Octavia,1.6 TDI Style CR,2015,161.650 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,İkinci El,1175000.0
Kopyalandı35352498,12 Aralık 2025,Skoda,Scala,1.0 TSI Premium,2022,159.000 km,Yarı Otomatik,Benzin,Hatchback/5,Füme,999 cc,110 hp,Önden Çekiş,"4,8 lt",50 lt,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden,İkinci El,1150000.0
Kopyalandı35257492,12 Aralık 2025,Skoda,SuperB,1.6 TDI Ambition,2014,293.500 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,6 lt",60 lt,5 boyalı,Takasa Uygun,Galeriden,İkinci El,750000.0
Kopyalandı35257481,12 Aralık 2025,Skoda,Rapid,1.4 TDI Style,2016,80.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1422 cc,90 hp,Önden Çekiş,"3,8 lt",55 lt,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden,İkinci El,1145000.0
Kopyalandı35257405,12 Aralık 2025,Skoda,Octavia,1.6 TDI Style,2017,200.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden,İkinci El,1118000.0
Kopyalandı35257387,12 Aralık 2025,Skoda,Octavia,1.6 TDI Optimal,2016,186.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1045000.0
Kopyalandı35257278,12 Aralık 2025,Skoda,SuperB,1.6 TDI Style,2018,167.230 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,3 boyalı,Takasa Uygun,Galeriden,İkinci El,1529900.0
Kopyalandı35257273,12 Aralık 2025,Skoda,SuperB,1.6 TDI Style,2015,192.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1349000.0
Kopyalandı35257180,12 Aralık 2025,Skoda,Octavia,1.0 TSI Ambition,2016,49.000 km,Düz,Benzin,Hatchback/5,Beyaz,999 cc,115 hp,Önden Çekiş,"4,5 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1139000.0
Kopyalandı35257171,12 Aralık 2025,Skoda,Octavia,1.0 e-Tec Elite,2022,79.745 km,Yarı Otomatik,Hibrit,Hatchback/5,Gri,999 cc,110 hp,Önden Çekiş,"4,3 lt",48 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1620000.0
Kopyalandı35257109,12 Aralık 2025,Skoda,Fabia,1.4 Comfort,2002,225.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1201 - 1400 cm3,101 - 125 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,340000.0
Kopyalandı35257104,12 Aralık 2025,Skoda,Fabia,1.2 TSI Style,2016,95.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197 cc,110 hp,Önden Çekiş,"4,7 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1029750.0
Kopyalandı35256954,12 Aralık 2025,Skoda,Octavia,1.6 TDI Ambition,2015,237.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,2 boyalı,Takasa Uygun,Galeriden,İkinci El,905000.0
Kopyalandı35256936,12 Aralık 2025,Skoda,SuperB,2.0 TDI Laurin&Klement,2022,99.000 km,Otomatik,Dizel,Sedan,Siyah,1801 - 2000 cm3,176 - 200 HP,4WD (Sürekli),,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,3595000.0
Kopyalandı35256905,12 Aralık 2025,Skoda,SuperB,1.5 TSI Prestige,2025,6.005 km,Otomatik,Benzin,Sedan,Siyah,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,3450000.0
Kopyalandı35256888,12 Aralık 2025,Skoda,SuperB,1.5 TSI Prestige,2021,111.000 km,Yarı Otomatik,Benzin,Sedan,Gri,1498 cc,150 hp,Önden Çekiş,"5,4 lt",66 lt,1 boyalı,Takasa Uygun,Galeriden,İkinci El,2065000.0
Kopyalandı35256874,12 Aralık 2025,Skoda,Scala,1.0 TSI Elite,2022,99.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,110 hp,Önden Çekiş,"4,8 lt",50 lt,2 boyalı,Takasa Uygun,Galeriden,İkinci El,1099000.0
Kopyalandı35256872,12 Aralık 2025,Skoda,Scala,1.0 TSI Elite,2022,107.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,110 hp,Önden Çekiş,"4,8 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1195000.0
Kopyalandı35256803,12 Aralık 2025,Skoda,Fabia,1.0 TSI Premium,2023,12.500 km,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,999 cc,110 hp,Önden Çekiş,"4,6 lt",40 lt,2 boyalı,Takasa Uygun,Galeriden,İkinci El,1439000.0
Kopyalandı35214455,12 Aralık 2025,Skoda,SuperB,1.5 TSI Premium,2024,31.655 km,Yarı Otomatik,Hibrit,Station wagon,Gri,1498 cc,150 hp,Önden Çekiş,"5,3 lt",66 lt,"1 değişen, 1 boyalı",Takasa Uygun,Yetkili Bayiden,İkinci El,2780000.0
Kopyalandı35214330,12 Aralık 2025,Skoda,Rapid,1.4 TDI Style,2015,236.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1422 cc,90 hp,Önden Çekiş,"3,8 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,815000.0
Kopyalandı35214302,12 Aralık 2025,Skoda,SuperB,1.6 TDI Style,2019,120.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,"2 değişen, 2 boyalı",Takasa Uygun,Galeriden,İkinci El,1585000.0
Kopyalandı35214190,12 Aralık 2025,Skoda,Octavia,1.0 e-Tec Elite,2022,173.000 km,Yarı Otomatik,Hibrit,Hatchback/5,Gri,999 cc,110 hp,Önden Çekiş,"4,3 lt",48 lt,1 boyalı,Takasa Uygun Değil,Galeriden,İkinci El,1385000.0
Kopyalandı35214155,12 Aralık 2025,Skoda,Favorit,135 L,1992,166.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1201 - 1400 cm3,51 - 75 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,155000.0
Kopyalandı35171973,12 Aralık 2025,Skoda,Octavia,1.6 TDI Optimal,2016,255.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,970000.0
Kopyalandı35140457,12 Aralık 2025,Skoda,Scala,1.0 TSI Elite,2022,55.000 km,Yarı Otomatik,Benzin,Hatchback/5,Gri,999 cc,110 hp,Önden Çekiş,"4,8 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1298000.0
Kopyalandı34925960,12 Aralık 2025,Skoda,SuperB,1.5 TSI Premium,2023,59.200 km,Yarı Otomatik,Benzin,Station wagon,Siyah,1498 cc,150 hp,Önden Çekiş,"5,3 lt",66 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,2295000.0
Kopyalandı34679056,12 Aralık 2025,Skoda,Fabia,1.0 TSI Premium,2020,125.000 km,Otomatik,LPG & Benzin,Hatchback/5,Kırmızı,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,,,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden,İkinci El,995000.0
Kopyalandı34676823,12 Aralık 2025,Skoda,Scala,1.0 TSI Premium,2022,93.000 km,Yarı Otomatik,Benzin,Hatchback/5,Gri,999 cc,110 hp,Önden Çekiş,"4,8 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1279000.0
Kopyalandı34676806,12 Aralık 2025,Skoda,Citigo,1.0 Elegance,2013,182.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,60 hp,Önden Çekiş,"4,5 lt",35 lt,"3 değişen, 3 boyalı",Takasa Uygun,Galeriden,İkinci El,589900.0
Kopyalandı34676686,12 Aralık 2025,Skoda,Octavia,1.6 TDI Optimal,2017,177.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,5 boyalı,Takasa Uygun,Galeriden,İkinci El,1149900.0
Kopyalandı34676222,12 Aralık 2025,Skoda,Octavia,1.0 e-Tec Elite,2022,97.000 km,Yarı Otomatik,Hibrit,Hatchback/5,Siyah,999 cc,110 hp,Önden Çekiş,"4,3 lt",48 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1545000.0
Kopyalandı34630617,12 Aralık 2025,Skoda,Fabia,1.2 TSI Style,2015,55.000 km,Düz,Benzin,Hatchback/5,Beyaz,1197 cc,90 hp,Önden Çekiş,"4,7 lt",45 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,İkinci El,889000.0
Kopyalandı34630440,12 Aralık 2025,Skoda,Citigo,1.0 Ambition,2013,137.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,999 cc,60 hp,Önden Çekiş,"4,5 lt",35 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,473000.0
Kopyalandı34495035,12 Aralık 2025,Skoda,Octavia,1.6 TDI Optimal,2016,203.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,"2 değişen, 3 boyalı",Takasa Uygun,Galeriden,İkinci El,942500.0
Kopyalandı34371115,12 Aralık 2025,Skoda,Scala,1.0 TSI Elite,2022,96.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,110 hp,Önden Çekiş,"4,8 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,1179000.0
Kopyalandı34093971,12 Aralık 2025,Skoda,Scala,1.6 TDI Premium,2020,198.500 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"4,1 lt",50 lt,"2 değişen, 4 boyalı",Takasa Uygun,Galeriden,İkinci El,975000.0
Kopyalandı34093921,12 Aralık 2025,Skoda,Fabia,1.2 Classic,2009,69.000 km,Düz,Benzin,Hatchback/5,Gri,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,578000.0
Kopyalandı34093640,12 Aralık 2025,Skoda,SuperB,1.6 TDI Active,2018,127.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,"2 değişen, 7 boyalı",Takasa Uygun Değil,Galeriden,İkinci El,1160000.0
Kopyalandı34073509,12 Aralık 2025,Skoda,Octavia,1.5 e-Tec Sportline,2023,76.000 km,Otomatik,Hibrit,Sedan,Mavi,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,2065000.0
Kopyalandı33867178,12 Aralık 2025,Skoda,SuperB,1.6 TDI Elegance,2013,101.362 km,Yarı Otomatik,Dizel,Sedan,Kahverengi,1598 cc,105 hp,Önden Çekiş,"4,6 lt",60 lt,2 boyalı,Takasa Uygun,Galeriden,İkinci El,1290000.0
Kopyalandı33671869,12 Aralık 2025,Skoda,Fabia,1.4 Comfort,2001,271.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1201 - 1400 cm3,51 - 75 HP,Önden Çekiş,,,"2 değişen, 11 boyalı",Takasa Uygun,Galeriden,İkinci El,265000.0
Kopyalandı33606930,12 Aralık 2025,Skoda,SuperB,1.6 TDI Elite,2020,134.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,"4,2 lt",66 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,1845000.0
Kopyalandı33562233,12 Aralık 2025,Skoda,Fabia,1.0 GreenTec Style,2019,51.699 km,Yarı Otomatik,Benzin,Hatchback/5,Mavi,999 cc,110 hp,Önden Çekiş,"4,6 lt",45 lt,1 boyalı,Takasa Uygun,Yetkili Bayiden,İkinci El,1108000.0
Kopyalandı33480516,12 Aralık 2025,Skoda,Rapid,1.4 TSI Elegance,2013,105.000 km,Yarı Otomatik,Benzin,Sedan,Gri,1390 cc,122 hp,Önden Çekiş,"6,3 lt",55 lt,"2 değişen, 6 boyalı",Takasa Uygun,Galeriden,İkinci El,858000.0
Kopyalandı33480330,12 Aralık 2025,Skoda,SuperB,1.5 TSI Prestige,2022,57.000 km,Yarı Otomatik,Benzin,Sedan,Füme,1498 cc,150 hp,Önden Çekiş,"5,4 lt",66 lt,Tamamı orjinal,Takasa Uygun,Yetkili Bayiden,İkinci El,2420000.0
Kopyalandı33480214,12 Aralık 2025,Skoda,Fabia,1.0 TSI Premium,2024,12.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,101 - 125 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1459500.0
Kopyalandı33447440,12 Aralık 2025,Skoda,Scala,1.5 TSI Premium,2020,6.300 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1498 cc,150 hp,Önden Çekiş,5 lt,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1642900.0
Kopyalandı33447230,12 Aralık 2025,Skoda,Octavia,1.6 TDI Optimal,2017,205.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,1 boyalı,Takasa Uygun,Galeriden,İkinci El,1075000.0
Kopyalandı33423962,12 Aralık 2025,Skoda,Octavia,1.0 e-Tec Elite,2022,90.000 km,Yarı Otomatik,Hibrit,Hatchback/5,Gri,999 cc,110 hp,Önden Çekiş,"4,3 lt",48 lt,1 boyalı,Takasa Uygun,Galeriden,İkinci El,1509500.0
Kopyalandı33002995,12 Aralık 2025,Skoda,Octavia,1.0 e-Tec Premium,2022,54.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,110 hp,Önden Çekiş,"4,3 lt",48 lt,1 boyalı,Takasa Uygun,Galeriden,İkinci El,1695000.0
Kopyalandı32955525,12 Aralık 2025,Skoda,Octavia,1.6 TDI Elegance CR,2013,308.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,3 boyalı,Takasa Uygun,Galeriden,İkinci El,785000.0
Kopyalandı32591778,12 Aralık 2025,Skoda,SuperB,1.6 TDI Style,2018,170.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,1459000.0
Kopyalandı31633172,12 Aralık 2025,Skoda,Octavia,1.0 e-Tec Elite,2022,104.290 km,Yarı Otomatik,Hibrit,Hatchback/5,Gri,999 cc,110 hp,Önden Çekiş,"4,3 lt",48 lt,2 boyalı,Takasa Uygun,Galeriden,İkinci El,1399000.0
Kopyalandı30478592,12 Aralık 2025,Skoda,SuperB,1.5 TSI L&K Crystal,2023,67.000 km,Yarı Otomatik,Benzin,Sedan,Siyah,1498 cc,150 hp,Önden Çekiş,"5,4 lt",66 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,2950000.0
Kopyalandı29957010,12 Aralık 2025,Skoda,SuperB,1.5 TSI Comfort Plus,2021,67.000 km,Yarı Otomatik,Benzin,Sedan,Gri,1498 cc,150 hp,Önden Çekiş,"5,4 lt",66 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1935750.0
Kopyalandı28019179,12 Aralık 2025,Skoda,Octavia,1.6 TDI Style,2017,235.000 km,Otomatik,Dizel,Hatchback/5,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1195000.0
Kopyalandı35745455,11 Aralık 2025,Skoda,Favorit,1.3 GLX,1993,278.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1289 cc,57 hp,Önden Çekiş,,,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,İkinci El,165000.0
Kopyalandı35590673,11 Aralık 2025,Skoda,SuperB,2.0 TDI Prestige,2015,187.000 km,Otomatik,Dizel,Sedan,Siyah,1801 - 2000 cm3,176 - 200 HP,Önden Çekiş,,,"1 değişen, 5 boyalı",Takasa Uygun,Galeriden,İkinci El,1399000.0
Kopyalandı35742971,11 Aralık 2025,Skoda,Octavia,1.6 TDI Elegance CR,2015,220.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (metalik),1598 cc,105 hp,Önden Çekiş,"3,9 lt",50 lt,4 boyalı,Takasa Uygun,Galeriden,İkinci El,1175000.0
Kopyalandı35742721,11 Aralık 2025,Skoda,Octavia,1.6 TDI Optimal,2017,214.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,1160000.0
Kopyalandı35742601,11 Aralık 2025,Skoda,Octavia,1.6 TDI Optimal,2019,219.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,5 boyalı,Takasa Uygun,Galeriden,İkinci El,1125000.0
Kopyalandı30026882,11 Aralık 2025,Skoda,Favorit,1.3 GLX,1995,189.500 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1289 cc,57 hp,Önden Çekiş,,,Belirtilmemiş,Takasa Uygun,Sahibinden,İkinci El,155555.0
Kopyalandı35739060,11 Aralık 2025,Skoda,SuperB,1.9 TDI Elegance,2004,330.000 km,Otomatik,Dizel,Sedan,Gri (titanyum),1896 cc,131 hp,Önden Çekiş,"5,7 lt",62 lt,10 boyalı,Takasa Uygun,Sahibinden,İkinci El,575000.0
Kopyalandı35738546,11 Aralık 2025,Skoda,SuperB,1.5 TSI Prestige,2022,93.000 km,Yarı Otomatik,Benzin,Sedan,Siyah,1498 cc,150 hp,Önden Çekiş,"5,4 lt",66 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,2195000.0
Kopyalandı35738539,11 Aralık 2025,Skoda,SuperB,1.5 TSI Prestige,2023,57.000 km,Yarı Otomatik,Benzin,Sedan,Siyah,1498 cc,150 hp,Önden Çekiş,"5,4 lt",66 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,2535000.0
Kopyalandı31818256,11 Aralık 2025,Skoda,Fabia,1.4 TDI Classic,2008,252.500 km,Düz,Dizel,Hatchback/5,Kırmızı,1422 cc,70 hp,Önden Çekiş,"4,8 lt",45 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,İkinci El,415000.0
Kopyalandı35400849,11 Aralık 2025,Skoda,Octavia,1.9 TDI Ambiente,2005,452.000 km,Düz,Dizel,Hatchback/5,Kahverengi,1896 cc,90 hp,Önden Çekiş,5 lt,55 lt,"3 değişen, 6 boyalı",Takasa Uygun Değil,Galeriden,İkinci El,290000.0
Kopyalandı35731946,11 Aralık 2025,Skoda,Felicia,1.3 GLX,1996,260.000 km,Düz,LPG & Benzin,Hatchback/5,Lacivert,1289 cc,54 hp,Önden Çekiş,,42 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,160000.0
Kopyalandı35723100,11 Aralık 2025,Skoda,Octavia,1.6 TDI Optimal,2018,261.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,İkinci El,979000.0
Kopyalandı35716961,11 Aralık 2025,Skoda,Octavia,1.5 e-Tec Premium,2022,150.000 km,Yarı Otomatik,Benzin,Hatchback/5,Gri,1498 cc,150 hp,Önden Çekiş,"4,7 lt",48 lt,"1 değişen, 3 boyalı",,Sahibinden,İkinci El,1550000.0
